index,start,end,duration,text,发言玩家,发言轮次,Uid,身份,阵营,player 1,player 2,player 3,player 4,player 5,player 6,player 7,player 8,player 9,player 10,player 11,player 12,,
1157,2465.4,2466.06,0.66,宝玉妹妹,12,10,12_10,狼人,,,,,,,,,,,,,,,
1158,2466.06,2467.649,1.589,我可太期待了呀,12,10,12_10,狼人,,,,,,,,,,,,,,,
1159,2467.649,2470.249,2.6,然后还有平票pk的大概率嘛对吧,12,10,12_10,狼人,,,,,,,,,,,,,,,
1160,2470.249,2471.089,0.84,万一有平票pk的话,12,10,12_10,狼人,,,,,,,,,,,,,,,
1161,2471.089,2473.469,2.38,我们还可以再听一下平票pk的更新发言对吧,12,10,12_10,狼人,,,,,,,,,,,,,,,
1162,2473.469,2474.909,1.44,如果我没听错的话,12,10,12_10,狼人,,,,,,,,,,,,,,,
1163,2474.909,2476.42,1.511,5号人确实没打七,12,10,12_10,狼人,,,,,,,,,,,,,,,
1164,2476.42,2477.3,0.88,确实没打七,12,10,12_10,狼人,,,,,,,,,,,,,,,
1165,2477.3,2478.98,1.68,但是也没说7号玩家,12,10,12_10,狼人,,,,,,,,,,,,,,,
1166,2479.26,2481.22,1.96,那他这个意思就是7号有可能是好人,12,10,12_10,狼人,,,,,,,,,,,,,,,
1167,2481.22,2486.31,5.09,他才能够说出4~12开开两个狼对吧,12,10,12_10,狼人,,,,,,,,,,,,,,,
1168,2486.31,2487.67,1.36,他才他才能说出这句话,12,10,12_10,狼人,,,,,,,,,,,,,,,
1169,2487.67,2489.07,1.4,所以说所以的话呢,12,10,12_10,狼人,,,,,,,,,,,,,,,
1170,2489.07,2490.55,1.48,就是说呢你解释一下这个事吧,12,10,12_10,狼人,,,,,,,,,,,,,,,
1171,2490.55,2493.23,2.68,为什么7号在你那能够能够得出好人,12,10,12_10,狼人,,,,,,,,,,,,,,,
1172,2493.23,2494.43,1.2,但是我觉得力度还是很大的,12,10,12_10,狼人,,,,,,,,,,,,,,,
1173,2494.43,2496.67,2.24,所以说我觉得要听一下11的更新好吧,12,10,12_10,狼人,,,,,,,,,,,,听更新发言,,,
1174,2496.67,2497.51,0.84,不急嘛好不好,12,10,12_10,狼人,,,,,,,,,,,,,,,
1175,2497.51,2498.69,1.18,但是一号你大篡改,12,10,12_10,狼人,,,,,,,,,,,,,,,
1176,2498.69,2500.19,1.5,你大篡改,12,10,12_10,狼人,,,,,,,,,,,,,,,
1177,2500.19,2501.15,0.96,一会儿审判你,12,10,12_10,狼人,,,,,,,,,,,,,,,
1178,2501.15,2502.97,1.82,因为我现在边还没有站的很轻,12,10,12_10,狼人,,,,,,,,,,,,,,,
1179,2502.97,2505.03,2.06,所以先不打死你啊,12,10,12_10,狼人,,,,,,,,,,,,,,,
1180,2505.03,2506.01,0.98,我过了,12,10,12_10,狼人,,,,,,,,,,,,,,,
1184,2514.43,2518.18,3.75,仍留警上玩家,0,11,0_11,法官,,,,1,1,1,,,1,1,,,1,,
1188,2526.83,2528.41,1.58,警徽投票,0,11,0_11,法官,,,,,,,5,,,,,9,,,
1193,2537.26,2538.58,1.32,啊我改一下警徽流,5,12,5_12,预言家,,,警徽流2,警徽流1,,,,,,,,,,,
1194,2538.58,2541.91,3.33,我的警徽流是先3号后2号,5,12,5_12,预言家,,,,,,,,,,,,,,,
1195,2541.91,2543.41,1.5,然后我安排一下工作,5,12,5_12,预言家,,,,,,,,,,,,,,,
1196,2543.41,2545.29,1.88,我验的11号是查杀,5,12,5_12,预言家,,,,,,,,,,,,,,,
1197,2545.29,2547.01,1.72,因为9号可以是悍跳狼,5,12,5_12,预言家,,,,,,,,,,,,,,,
1198,2547.01,2549.44,2.43,理论上也可以是混血儿,5,12,5_12,预言家,,,,,,,,,,,,,,,
1199,2549.44,2552.28,2.84,所以今天我查杀的11号是红狼,5,12,5_12,预言家,,,,,,,,,,,,,,,
1200,2552.28,2553.44,1.16,今天投11号,5,12,5_12,预言家,,,,,,,,,,,,,,,
1201,2553.44,2555.48,2.04,然后女巫可以毒9号,5,12,5_12,预言家,,,,,,,,,,,,,,,
1202,2555.48,2557.08,1.6,然后明天的pk呢,5,12,5_12,预言家,,,,,,,,,,,,,,,
1203,2557.08,2559.32,2.24,如果那个外置位的站边是没有变化,5,12,5_12,预言家,,,,,,,,,,,,,,,
1204,2559.32,2561.08,1.76,一号和4号优先上一下,5,12,5_12,预言家,,,,,,,,,,,,,,,
1205,2561.08,2562.969,1.889,内推6号我是不怀疑的,5,12,5_12,预言家,,,,,,,,,,,,,,,
1206,2562.969,2563.529,0.56,他是狼,5,12,5_12,预言家,,,,,,,,,,,,,,,
1207,2563.529,2565.889,2.36,既然后面的大部分人都不站边,5,12,5_12,预言家,,,,,,,,,,,,,,,
1208,2565.889,2567.389,1.5,我他就可以直接冲票,5,12,5_12,预言家,,,,,,,,,,,,,,,
1209,2567.389,2569.5,2.111,所以6号我觉得是好人,5,12,5_12,预言家,,,,,,,好人,,,,,,,,
1210,2569.5,2571.74,2.24,12号玩家呢我是这样想的,5,12,5_12,预言家,,,,,,,,,,,,,,,
1211,2571.74,2573.3,1.56,我本来是32顺验,5,12,5_12,预言家,,,,,,,,,,,,,,,
1212,2573.3,2575.8,2.5,但是我听了你警上沉底的发言呢,5,12,5_12,预言家,,,,,,,,,,,,,,,
1213,2575.8,2578.12,2.32,我都不知道你是不是狼发出来的言,5,12,5_12,预言家,,,,,,,,,,,,,,,
1214,2578.12,2579.32,1.2,我想问一下大家,5,12,5_12,预言家,,,,,,,,,,,,,,,
1215,2579.32,2581.109,1.789,比如说那个22的质疑,5,12,5_12,预言家,,,,,,,,,,,,,,,
1216,2581.109,2585.58,4.471,说我说678从位置上不太可能是三连匪,5,12,5_12,预言家,,,,,,,,,,,,,,,
1217,2585.58,2589.1,3.52,我觉得这是一个非常明显的能听懂的一句话,5,12,5_12,预言家,,,,,,,,,,,,,,,
1218,2589.1,2590.1,1,如果你们是好人,5,12,5_12,预言家,,,,,,,,,,,,,,,
1219,2590.1,2591.14,1.04,难道听不懂吗,5,12,5_12,预言家,,,,,,,,,,,,,,,
1220,2591.14,2592.06,0.92,你打游戏,5,12,5_12,预言家,,,,,,,,,,,,,,,
1221,2592.06,2596.819,4.759,请问三连匪的概率高还是分散开来做的概率高,5,12,5_12,预言家,,,,,,,,,,,,,,,
1222,2596.819,2599.779,2.96,不可能就是每局游戏都是有三连匪,5,12,5_12,预言家,,,,,,,,,,,,,,,
1223,2599.779,2600.539,0.76,这个概率的吧,5,12,5_12,预言家,,,,,,,,,,,,,,,
1224,2600.539,2602.199,1.66,这是一个小概率事件,5,12,5_12,预言家,,,,,,,,,,,,,,,
1225,2602.199,2603.58,1.381,虽然是随机的,5,12,5_12,预言家,,,,,,,,,,,,,,,
1226,2603.58,2605.8,2.22,所以我觉得这句话非常能听懂,5,12,5_12,预言家,,,,,,,,,,,,,,,
1227,2605.8,2608.74,2.94,那么一号我为什么要请他上pk,5,12,5_12,预言家,,,,,,,,,,,,,,,
1228,2608.74,2610.44,1.7,我觉得他是一个逻辑匪,5,12,5_12,预言家,,,,,,,,,,,,,,,
1229,2610.44,2611.58,1.14,如果你是一个好人,5,12,5_12,预言家,,,,,,,,,,,,,,,
1230,2611.58,2614.08,2.5,我觉得你的逻辑可谓是一塌糊涂,5,12,5_12,预言家,,,,,,,,,,,,,,,
1231,2614.08,2618.03,3.95,因为我警后踩的人4号三号二号,5,12,5_12,预言家,,,,,,,,,,,,,,,
1232,2618.03,2619.58,1.55,包括一号,5,12,5_12,预言家,,,,,,,,,,,,,,,
1233,2619.58,2621.84,2.26,那个时候他们是不是不站边,5,12,5_12,预言家,,,,,,,,,,,,,,,
1234,2621.84,2622.68,0.84,我对吧,5,12,5_12,预言家,,,,,,,,,,,,,,,
1235,2622.68,2625.36,2.68,那么7号疑似站边的是9号,5,12,5_12,预言家,,,,,,,,,,,,,,,
1236,2625.36,2627.1,1.74,那么一号是一个好人,5,12,5_12,预言家,,,,,,,,,,,,,,,
1237,2627.1,2628.36,1.26,是不是非常的简单,5,12,5_12,预言家,,,,,,,,,,,,,,,
1238,2628.36,2630.62,2.26,因为他也不怀疑我和11号是狼,5,12,5_12,预言家,,,,,,,,,,,,,,,
1239,2630.62,2631.3,0.68,查杀狼,5,12,5_12,预言家,,,,,,,,,,,,,,,
1240,2631.3,2635.22,3.92,也就是疑似产生我的同伴的位置是6号,5,12,5_12,预言家,,,,,,,,,,,,,,,
1241,2635.22,2637.48,2.26,8号十号12号,5,12,5_12,预言家,,,,,,,,,,,,,,,
1242,2637.48,2639.5,2.02,他当时给了10号好人,5,12,5_12,预言家,,,,,,,,,,,,,,,
1243,2639.5,2641.16,1.66,他也没有怀疑8号,5,12,5_12,预言家,,,,,,,,,,,,,,,
1244,2641.16,2644.98,3.82,那么请问你认为我是一个狼的四匪结构在哪里,5,12,5_12,预言家,,,,,,,,,,,,,,,
1245,2644.98,2646.1,1.12,你们是好人,5,12,5_12,预言家,,,,,,,,,,,,,,,
1246,2646.1,2648.26,2.16,怎么可能再说10号是好人,5,12,5_12,预言家,,,,,,,,,,,,,,,
1247,2648.26,2650.48,2.22,这个匪坑是不是基本上锁死了,5,12,5_12,预言家,,,,,,,,,,,,,,,
1248,2650.48,2651.62,1.14,并且你是好人,5,12,5_12,预言家,,,,,,,,,,,,,,,
1249,2651.62,2653.54,1.92,应该疑似质疑质疑12号,5,12,5_12,预言家,,,,,,,,,,,,,,,
1250,2653.54,2656.1,2.56,因为12号是有可能是我的同伴的,5,12,5_12,预言家,,,,,,,,,,,,,,,
1251,2656.1,2658.38,2.28,你竟然能在疑似沉底听了一圈,5,12,5_12,预言家,,,,,,,,,,,,,,,
1252,2658.38,2660.18,1.8,还说6号有可能是好人,5,12,5_12,预言家,,,,,,,,,,,,,,,
1253,2660.18,2663.34,3.16,他不是最有可能疑似产生我同伴的位置吗,5,12,5_12,预言家,,,,,,,,,,,,,,,
1254,2663.34,2665.38,2.04,呃然后那个至于4号呢,5,12,5_12,预言家,,,,,,,,,,,,,,,
1255,2665.38,2666.66,1.28,我还是尊重你,5,12,5_12,预言家,,,,,,,,,,,,,,,
1256,2666.66,2668.42,1.76,我会优先请你上pk,5,12,5_12,预言家,,,,,,,,,,,,,,,
1257,2668.42,2671.34,2.92,为什么我觉得攻击我最好的方式,5,12,5_12,预言家,,,,,,,,,,,,,,,
1258,2671.34,2674.72,3.38,因为我那个发言可能在有的玩家的视角里面,5,12,5_12,预言家,,,,,,,,,,,,,,,
1259,2674.72,2676.26,1.54,也是属于疑似聊爆,5,12,5_12,预言家,,,,,,,,,,,,,,,
1260,2676.26,2678.64,2.38,因为那个时候就是我预言家也会聊爆的,5,12,5_12,预言家,,,,,,,,,,,,,,,
1261,2678.64,2680.24,1.6,我说9号大概率是悍跳,5,12,5_12,预言家,,,,,,,,,,悍跳狼,,,,,
1262,2680.24,2681.98,1.74,我查杀的是11号,5,12,5_12,预言家,,,,,,,,,,,,,,,
1263,2681.98,2685.82,3.84,但是我觉得4~12的区域疑似产2~3肥,5,12,5_12,预言家,,,,,,,,,,,,,,,
1264,2685.82,2688.12,2.3,这个是唯一我觉得可以质疑我的地方,5,12,5_12,预言家,,,,,,,,,,,,,,,
1265,2688.12,2689.62,1.5,因为如果9号是悍跳,5,12,5_12,预言家,,,,,,,,,,,,,,,
1266,2689.62,2691.84,2.22,是不是后置位最多产生两肥,5,12,5_12,预言家,,,,,,,,,,,,,,,
1267,2691.84,2693.66,1.82,我说的是产生2~3肥,5,12,5_12,预言家,,,,,,,,,,,,,,,
1268,2693.66,2695.28,1.62,因为我说我说话的时候,5,12,5_12,预言家,,,,,,,,,,,,,,,
1269,2695.28,2698.1,2.82,还是保留了他是那个混血儿的概率的,5,12,5_12,预言家,,,,,,,,,,,,,,,
1270,2698.1,2701.94,3.84,我觉得你们能踩我最好的就是你查杀的11号,5,12,5_12,预言家,,,,,,,,,,,,,,,
1271,2701.94,2702.74,0.8,9号悍跳,5,12,5_12,预言家,,,,,,,,,,,,,,,
1272,2702.74,2705.029,2.289,为什么后置位会产生2~3匪,5,12,5_12,预言家,,,,,,,,,,,,,,,
1273,2705.029,2707.929,2.9,但是大家都不以这个点来质疑我,5,12,5_12,预言家,,,,,,,,,,,,,,,
1274,2707.929,2710.089,2.16,请问你们质疑我的位置在哪里,5,12,5_12,预言家,,,,,,,,,,,,,,,
1275,2710.089,2711.189,1.1,然后我再说一下,5,12,5_12,预言家,,,,,,,,,,,,,,,
1276,2711.189,2714.01,2.821,为什么那个我认为7号不一定是狼,5,12,5_12,预言家,,,,,,,,,,,,,,,
1277,2714.01,2716.95,2.94,因为7号说9号给3号发金水,5,12,5_12,预言家,,,,,,,,,,,,,,,
1278,2716.95,2719.18,2.23,3号是有可能会反水立警的,5,12,5_12,预言家,,,,,,,,,,,,,,,
1279,2719.18,2721.54,2.36,那么我我当时没有听过3号发言,5,12,5_12,预言家,,,,,,,,,,,,,,,
1280,2721.54,2723.7,2.16,如果这局游戏三九是双匪呢,5,12,5_12,预言家,,,,,,,,,,,,,,,
1281,2723.7,2725.24,1.54,7号是不是有可能是好人,5,12,5_12,预言家,,,,,,,,,,,,,,,
1282,2725.24,2728.23,2.99,如果379是三个红狼牌,5,12,5_12,预言家,,,,,,,,,,,,,,,
1283,2728.23,2730.37,2.14,7号为什么能发出这样的言,5,12,5_12,预言家,,,,,,,,,,,,,,,
1284,2730.37,2733.37,3,所以他的身份取决于3号的身份,5,12,5_12,预言家,,,,,,,,,,,,,,,
1285,2733.37,2736.59,3.22,那么3号玩家他说4号有可能是好人,5,12,5_12,预言家,,,,,,,,,,,,,,,
1286,2736.59,2738.19,1.6,他没有明确的站边,5,12,5_12,预言家,,,,,,,,,,,,,,,
1287,2738.19,2740.13,1.94,所以不管他等会投给谁,5,12,5_12,预言家,,,,,,,,,,,,,,,
1288,2740.13,2742,1.87,我会优先验3号,5,12,5_12,预言家,,,,,,,,,,,,,,,
1289,2742,2743.6,1.6,然后我再验一下2号,5,12,5_12,预言家,,,,,,,,,,,,,,,
1290,2743.6,2745.68,2.08,我是在那个打位置学的人里面,5,12,5_12,预言家,,,,,,,,,,,,,,,
1291,2745.68,2747.96,2.28,就是他们说我说的那个678的,5,12,5_12,预言家,,,,,,,,,,,,,,,
1292,2747.96,2749.28,1.32,发言顺序的问题,5,12,5_12,预言家,,,,,,,,,,,,,,,
1293,2749.28,2750.36,1.08,我就选验一个,5,12,5_12,预言家,,,,,,,,,,,,,,,
1294,2750.36,2753.29,2.93,因为我认为12号呢他是好人,5,12,5_12,预言家,,,,,,,,,,,,,,,
1295,2753.29,2755.39,2.1,听完pk发言是会站边,5,12,5_12,预言家,,,,,,,,,,,,,,,
1296,2755.39,2756.95,1.56,我的我们就票行见,5,12,5_12,预言家,,,,,,,,,,,,,,,
1297,2756.95,2759.44,2.49,所以我的警徽流是先三后二,5,12,5_12,预言家,,,,,,,,,,,,,,,
1298,2759.44,2763.14,3.7,然后所有的人我我等会也有可能是没有警徽的,5,12,5_12,预言家,,,,,,,,,,,,,,,
1299,2763.14,2765.3,2.16,我查杀的11号白天公投,5,12,5_12,预言家,,,,,,,,,,,,投11,,,
1300,2765.3,2766.5,1.2,11号好吧,5,12,5_12,预言家,,,,,,,,,,,,,,,
1302,2772.179,2775.58,3.401,呃先1.01点吧,9,13,9_13,狼人,,,,,,,,,,,,,,,
1303,2775.58,2777.5,1.92,11号我就不入警徽流了,9,13,9_13,狼人,,,,,,,,,,,,,,,
1304,2777.5,2781.13,3.63,11号首先听他自己警下发言以及拍身份吧,9,13,9_13,狼人,,,,,,,,,,,,,,,
1305,2781.13,2783.49,2.36,我会去验7号和12号,9,13,9_13,狼人,,,,,,,,警徽流1,,,,,警徽流2,,
1306,2783.49,2787.519,4.029,首先6号我觉得基本上是板上钉钉的,9,13,9_13,狼人,,,,,,,,,,,,,,,
1307,2787.519,2788.999,1.48,板上钉钉的狼人,9,13,9_13,狼人,,,,,,,,,,,,,,,
1308,2788.999,2790.779,1.78,为什么会去第一验,9,13,9_13,狼人,,,,,,,,,,,,,,,
1309,2790.779,2791.939,1.16,要想验7号呢,9,13,9_13,狼人,,,,,,,,,,,,,,,
1310,2791.939,2794.77,2.831,首先5号玩家给过,9,13,9_13,狼人,,,,,,,,,,,,,,,
1311,2794.77,2797.69,2.92,在警上给过7号疑似好人身份对吧,9,13,9_13,狼人,,,,,,,,,,,,,,,
1312,2797.69,2802.089,4.399,他5号玩家报的查验是他说他验的11是查杀,9,13,9_13,狼人,,,,,,,,,,,,,,,
1313,2802.089,2803.229,1.14,也就是在他视角里,9,13,9_13,狼人,,,,,,,,,,,,,,,
1314,2803.229,2805.429,2.2,比如说这盘他是一个预言家,9,13,9_13,狼人,,,,,,,,,,,,,,,
1315,2805.429,2808.02,2.591,他是明已知11底牌是红狼的,9,13,9_13,狼人,,,,,,,,,,,,,,,
1316,2808.02,2810.62,2.6,但是七警上唯一给过的疑似好人身份,9,13,9_13,狼人,,,,,,,,,,,,,,,
1317,2810.62,2811.94,1.32,说的是11号,9,13,9_13,狼人,,,,,,,,,,,,,,,
1318,2811.94,2815.38,3.44,7号警上说觉得警下的11号像好人,9,13,9_13,狼人,,,,,,,,,,,,,,,
1319,2815.38,2818.86,3.48,所以五视角里怎么给七的好人身份,9,13,9_13,狼人,,,,,,,,,,,,,,,
1320,2818.86,2819.5,0.64,这是其一,9,13,9_13,狼人,,,,,,,,,,,,,,,
1321,2819.5,2820.75,1.25,其二是呃,9,13,9_13,狼人,,,,,,,,,,,,,,,
1322,2820.75,2823.51,2.76,我记得八是警上明确说过要前方后方的,9,13,9_13,狼人,,,,,,,,,,,,,,,
1323,2823.51,2825.39,1.88,八警上是刚入站边我的,9,13,9_13,狼人,,,,,,,,,,,,,,,
1324,2825.39,2826.87,1.48,但是七是退水了的,9,13,9_13,狼人,,,,,,,,,,,,,,,
1325,2826.87,2828.85,1.98,但是我有点没太记住,9,13,9_13,狼人,,,,,,,,,,,,,,,
1326,2828.85,2833.03,4.18,七有没有说过自家前后方加上就像一号所说的,9,13,9_13,狼人,,,,,,,,,,,,,,,
1327,2833.03,2835.3,2.27,5号打7号就是不给7号,9,13,9_13,狼人,,,,,,,,,,,,,,,
1328,2835.3,2837.58,2.28,5号对7号的定义我觉得特别拧吧,9,13,9_13,狼人,,,,,,,,,,,,,,,
1329,2837.58,2839.579,1.999,因为正常视角里呃,9,13,9_13,狼人,,,,,,,,,,,,,,,
1330,2839.579,2842.159,2.58,前置位的7号给了他的查杀好人身份,9,13,9_13,狼人,,,,,,,,,,,,,,,
1331,2842.159,2845.019,2.86,正常就应该直接打死或者打进狼坑对吧,9,13,9_13,狼人,,,,,,,,,,,,,,,
1332,2845.019,2846.999,1.98,不可能说直接给一次好人,9,13,9_13,狼人,,,,,,,,,,,,,,,
1333,2846.999,2849.79,2.791,所以五给七有可能是卖七狼同伴,9,13,9_13,狼人,,,,,,,,,,,,,,,
1334,2849.79,2852.55,2.76,虽然如果七是好人的话,9,13,9_13,狼人,,,,,,,,,,,,,,,
1335,2852.55,2852.95,0.4,有点冒昧,9,13,9_13,狼人,,,,,,,,,,,,,,,
1336,2852.95,2856.03,3.08,但是我只是在根据5号玩家的视角去展开,9,13,9_13,狼人,,,,,,,,,,,,,,,
1337,2856.03,2859.56,3.53,因为一点04号警上就是站边,9,13,9_13,狼人,,,,,,,,,,,,,,,
1338,2859.56,2860.12,0.56,我站不定的,9,13,9_13,狼人,,,,,,,,,,,,,,,
1339,2860.12,2861.2,1.08,站边的有点太坚定了,9,13,9_13,狼人,,,,,,,,,,,,,,,
1340,2861.2,2862.56,1.36,我一厢情愿的愿意相信,9,13,9_13,狼人,,,,,,,,,,,,,,,
1341,2862.56,2864,1.44,比如说这把四就是一个好人,9,13,9_13,狼人,,,,,,,,,,,,,,,
1342,2864,2865.82,1.82,警上就立即站明白边,9,13,9_13,狼人,,,,,,,,,,,,,,,
1343,2865.82,2868.43,2.61,而不是所谓的什么呃,9,13,9_13,狼人,,,,,,,,,,,,,,,
1344,2868.43,2869.49,1.06,倒钩狼言好,9,13,9_13,狼人,,,,,,,,,,,,,,,
1345,2869.49,2869.89,0.4,混子也好,9,13,9_13,狼人,,,,,,,,,,,,,,,
1346,2869.89,2871.93,2.04,我希望4号四号这把就是原声好人,9,13,9_13,狼人,,,,,,,,,,,,,,,
1347,2871.93,2872.95,1.02,直接顶上站对边,9,13,9_13,狼人,,,,,,,,,,,,,,,
1348,2872.95,2875.97,3.02,然后2号是进了悍跳的第二警徽流的对吧,9,13,9_13,狼人,,,,,,,,,,,,,,,
1349,2875.97,2877.63,1.66,2号警上是没有叫过别人的,9,13,9_13,狼人,,,,,,,,,,,,,,,
1350,2877.63,2880.34,2.71,就是说想要再听听再分辨分辨,9,13,9_13,狼人,,,,,,,,,,,,,,,
1351,2880.34,2881.75,1.41,所以我觉得2号是好人,9,13,9_13,狼人,,,,,,,,,,,,,,,
1352,2881.75,2883.39,1.64,这个边应该不会站错,9,13,9_13,狼人,,,,,,,,,,,,,,,
1353,2883.39,2885.11,1.72,5号都压你进警徽流了对吧,9,13,9_13,狼人,,,,,,,,,,,,,,,
1354,2885.11,2886.21,1.1,所以站边我就完事了,9,13,9_13,狼人,,,,,,,,,,,,,,,
1355,2886.21,2888.71,2.5,一号是被5号点成逻辑匪徒的,9,13,9_13,狼人,,,,,,,,,,,,,,,
1356,2888.71,2891.79,3.08,确实一号警上说的是5号打七,9,13,9_13,狼人,,,,,,,,,,,,,,,
1357,2891.79,2894.17,2.38,一号认为5号打七是匪踩匪,9,13,9_13,狼人,,,,,,,,,,,,,,,
1358,2894.17,2897.58,3.41,但是实际上5号是给了7号疑似好人身份嗯,9,13,9_13,狼人,,,,,,,,,,,,,,,
1359,2897.58,2898.72,1.14,但是1.0视角,9,13,9_13,狼人,,,,,,,,,,,,,,,
1360,2898.72,2901.48,2.76,我觉得5号是真的很想把一号打进狼坑,9,13,9_13,狼人,,,,,,,,,,,,,,,
1361,2901.48,2905.41,3.93,再加上其实就聊到我的第二警徽流12,9,13,9_13,狼人,,,,,,,,,,,,,,,
1362,2905.41,2908.73,3.32,我警上是没有一定听证12的嗯,9,13,9_13,狼人,,,,,,,,,,,,,,,
1363,2908.73,2911.94,3.21,首先那个5号玩家悍跳1.0视角,9,13,9_13,狼人,,,,,,,,,,,,,,,
1364,2911.94,2913.34,1.4,他给警下的11发查杀,9,13,9_13,狼人,,,,,,,,,,,,,,,
1365,2913.34,2914.42,1.08,那么其实在我心里,9,13,9_13,狼人,,,,,,,,,,,,,,,
1366,2914.42,2916.14,1.72,当时六几乎是一个狼,9,13,9_13,狼人,,,,,,,,,,,,,,,
1367,2916.14,2919.2,3.06,我觉得坐在井下的六是一个狼嗯,9,13,9_13,狼人,,,,,,,,,,,,,,,
1368,2919.2,2921.779,2.579,我觉得12警上不用犹豫吧,9,13,9_13,狼人,,,,,,,,,,,,,,,
1369,2921.779,2924.819,3.04,就是正常这个边就像前置位一号4号,9,13,9_13,狼人,,,,,,,,,,,,,,,
1370,2924.819,2926.079,1.26,甭管他们的底牌是什么,9,13,9_13,狼人,,,,,,,,,,,,,,,
1371,2926.079,2927.579,1.5,我觉得这个边是比较好站的,9,13,9_13,狼人,,,,,,,,,,,,,,,
1372,2927.579,2928.459,0.88,对于12号来说,9,13,9_13,狼人,,,,,,,,,,,,,,,
1373,2928.459,2930.14,1.681,所以12警上还在,9,13,9_13,狼人,,,,,,,,,,,,,,,
1374,2930.14,2932.02,1.88,就是这边说一点,9,13,9_13,狼人,,,,,,,,,,,,,,,
1375,2932.02,2932.7,0.68,那边说一点,9,13,9_13,狼人,,,,,,,,,,,,,,,
1376,2932.7,2934.26,1.56,我觉得一般,9,13,9_13,狼人,,,,,,,,,,,,,,,
1377,2934.26,2936.32,2.06,所以就看一下十二二轮票型好吧,9,13,9_13,狼人,,,,,,,,,,,,,,,
1378,2936.32,2939.119,2.799,再加上5号玩家发言的时候说过,9,13,9_13,狼人,,,,,,,,,,,,,,,
1379,2939.119,2940.099,0.98,首先也有,9,13,9_13,狼人,,,,,,,,,,,,,,,
1380,2940.099,2940.579,0.48,还有两点,9,13,9_13,狼人,,,,,,,,,,,,,,,
1381,2940.579,2942.819,2.24,就是他认为678什么三匪结构,9,13,9_13,狼人,,,,,,,,,,,,,,,
1382,2942.819,2943.659,0.84,我觉得不太成立,9,13,9_13,狼人,,,,,,,,,,,,,,,
1383,2943.659,2946.12,2.461,这个东西跟我的流派好像不太一样,9,13,9_13,狼人,,,,,,,,,,,,,,,
1384,2946.12,2946.76,0.64,这是第一点,9,13,9_13,狼人,,,,,,,,,,,,,,,
1385,2946.76,2950.56,3.8,第二点是他说对4~12都比较没有好感,9,13,9_13,狼人,,,,,,,,,,,,,,,
1386,2950.56,2951.97,1.41,需要听他们表水,9,13,9_13,狼人,,,,,,,,,,,,,,,
1387,2951.97,2955.03,3.06,然后警徽流压了一个后置位能发言的12号,9,13,9_13,狼人,,,,,,,,,,,,,,,
1388,2955.03,2957.7,2.67,这个当时也是我进12号视角的一部分原因,9,13,9_13,狼人,,,,,,,,,,,,,,,
1389,2957.7,2960.74,3.04,其最后第三点就是他到最后pk才发言,9,13,9_13,狼人,,,,,,,,,,,,,,,
1390,2960.74,2963.7,2.96,还要就是很机械的把三留进第一警徽流,9,13,9_13,狼人,,,,,,,,,,,,,,,
1391,2963.7,2965.5,1.8,他三给不了任何身份定义吗,9,13,9_13,狼人,,,,,,,,,,,,,,,
1392,2965.5,2967.03,1.53,所以综上呃,9,13,9_13,狼人,,,,,,,,,,,,,,,
1393,2967.03,2967.91,0.88,5号玩家是悍跳的,9,13,9_13,狼人,,,,,,,,,,,,,,,
1394,2967.91,2968.51,0.6,原因是这样,9,13,9_13,狼人,,,,,,,,,,,,,,,
1395,2968.51,2970.299,1.789,然后我警徽流就留7号,9,13,9_13,狼人,,,,,,,,,,,,,,,
1400,2982.55,2985.6,3.05,二轮警徽投票,0,14,0_14,法官,,9,5,5,9,,5,9,9,,5,9,9,,
,,,,警长归属,0,14,0_14,法官,,,,,,,,,,1,,,,,
1425,3019.04,3021.28,2.24,我狼觉得是一号7号九号11号吧,10,15,10_15,狼人,,狼,,,,,,狼,,狼,,狼,,,
1426,3021.28,3023.68,2.4,一号7号九号11号,10,15,10_15,狼人,,,,,,,,,,,,,,,
1427,3026.04,3027.6,1.56,9号我是这样觉得的,10,15,10_15,狼人,,,,,,,,,,,,,,,
1428,3027.6,3028.82,1.22,首先听完9号发言呢,10,15,10_15,狼人,,,,,,,,,,,,,,,
1429,3028.82,3031.64,2.82,当时我说的我看的好人是6号和11号,10,15,10_15,狼人,,,,,,,,,,,,,,,
1430,3031.64,3032.8,1.16,我觉得都比较像好人,10,15,10_15,狼人,,,,,,,,,,,,,,,
1431,3032.8,3034.2,1.4,我说预言家有可能拿警徽,10,15,10_15,狼人,,,,,,,,,,,,,,,
1432,3034.2,3036.17,1.97,我说一号和9号是身份牌,10,15,10_15,狼人,,,,,,,,,,,,,,,
1433,3036.17,3037.79,1.62,9号对我的定义,10,15,10_15,狼人,,,,,,,,,,,,,,,
1434,3037.79,3039.01,1.22,他说我说他是好人,10,15,10_15,狼人,,,,,,,,,,,,,,,
1435,3039.01,3040.05,1.04,这是8号点的对吧,10,15,10_15,狼人,,,,,,,,,,,,,,,
1436,3040.05,3041.47,1.42,9号都没有听到我发言,10,15,10_15,狼人,,,,,,,,,,,,,,,
1437,3041.47,3043.81,2.34,其他警徽流怎么能10号六号顺验呢,10,15,10_15,狼人,,,,,,,,,,,,,,,
1438,3043.81,3045.49,1.68,因为我说6号可能是一个好人,10,15,10_15,狼人,,,,,,,,,,,,,,,
