index,start,end,duration,text,发言玩家,发言轮次,Uid,身份,阵营,player 1,player 2,player 3,player 4,player 5,player 6,player 7,player 8,player 9,player 10,player 11,player 12
749,1571.04,1572.16,1.12,你定一张不就行了吗,6,7,,,,,,,,,,,,,,,
750,1572.16,1573.96,1.8,因为2、11是同时踩的呀,6,7,,,,,,,,,,,,,,,
751,1573.96,1575.26,1.3,对不对,6,7,,,,,,,,,,,,,,,
752,1575.26,1577.08,1.82,这是我对九发言的看法,6,7,,,,,,,,,,,,,,,
753,1577.08,1580,2.92,七的话我是觉得首先直接攻击到我,6,7,,,,,,,,,,,,,,,
754,1580,1582.06,2.06,我会觉得七这方面不是特别好,6,7,,,,,,,,,,不太好,,,,,
755,1582.06,1584.46,2.4,但你说七直接是狼还是呃,6,7,,,,,,,,,,,,,,,
756,1584.46,1585.56,1.1,一定或者一定不是预言家,6,7,,,,,,,,,,,,,,,
757,1585.56,1586.44,0.88,或者一定是混子什么的,6,7,,,,,,,,,,,,,,,
758,1586.44,1588.68,2.24,我我自己还想再听听后置位,6,7,,,,,,,,,,,,,,,
759,1588.68,1590.42,1.74,就沉底的四五的发言,6,7,,,,,,,,,,,,,,,
760,1590.42,1594.71,4.29,然后七的警徽流去留到11,6,7,,,,,,,,,,,,,,,
761,1594.71,1597.43,2.72,我觉得好像也没有对11是否能做混子,6,7,,,,,,,,,,,,,,,
762,1597.43,1599.01,1.58,这个事有一定的拆解吧,6,7,,,,,,,,,,,,,,,
763,1599.01,1602.89,3.88,然后聊10的那段好像默认时会给他投票,6,7,,,,,,,,,,,,,,,
764,1602.89,1606.47,3.58,好像是就感觉啊我也不是很确定,6,7,,,,,,,,,,,,,,,
765,1606.47,1607.75,1.28,反正听你再听一下呗,6,7,,,,,,,,,,,,,,,
766,1607.75,1609.29,1.54,警上你说像现在这个位置,6,7,,,,,,,,,,,,,,,
767,1609.29,1610.41,1.12,我刚听完七的发言,6,7,,,,,,,,,,,,,,,
768,1610.41,1612.22,1.81,你说我直接交站边,6,7,,,,,,,,,,,,,,,
769,1612.54,1615.56,3.02,我可能会觉得1、9。2个人都打了,6,7,,,,,,,,,,,,,,,
770,1615.56,1616.84,1.28,我两个人都打90,6,7,,,,,,,,,,,,,,,
771,1616.84,1617.48,0.64,说我要跟他起跳,6,7,,,,,,,,,,,,,,,
772,1617.48,1618.16,0.68,反正觉得我不太好,6,7,,,,,,,,,,,,,,,
773,1618.16,1619.28,1.12,什么什么杀人呃,6,7,,,,,,,,,,,,,,,
774,1619.28,1621.56,2.28,不不那个反正就是我一个嫌犯要回到案发现场,6,7,,,,,,,,,,,,,,,
775,1621.56,1624.41,2.85,我都莫名其妙的都是就就很莫名其妙,6,7,,,,,,,,,,,,,,,
776,1624.41,1625.29,0.88,然后七也踩了一下我,6,7,,,,,,,,,,,,,,,
777,1625.29,1626.77,1.48,所以我你现在让我选的话,6,7,,,,,,,,,,,,,,,
778,1626.77,1628.13,1.36,我肯定先先觉得七、955开,6,7,,,,,,,,,,7、9五五开,,7、9五五开,,,
779,1628.13,1628.95,0.82,我看看票型,6,7,,,,,,,,,,,,,,,
780,1628.95,1630.95,2,可能再去再去分辨一下好吧,6,7,,,,,,,,,,,,,,,
781,1630.95,1633.1,2.15,然后我自己是好人嗯,6,7,,,,,,,,,,,,,,,
782,1633.1,1636.06,2.96,过了,6,7,,,,,,,,,,,,,,,
783,1636.06,1638.26,2.2,这还五五开呢,5,8,,,,,,,,,,,,,,,
784,1638.26,1641.73,3.47,他只是不太不是那么好吗,5,8,,,,,,,,,,,,,,,
785,1641.73,1643.33,1.6,他上来说你是狼诶,5,8,,,,,,,,,,,,,,,
786,1643.33,1644.67,1.34,你不先给他打死,5,8,,,,,,,,,,,,,,,
787,1644.67,1646.82,2.15,这还能五五开,5,8,,,,,,,,,,,,,,,
788,1647.14,1648.26,1.12,五五开,5,8,,,,,,,,,,,,,,,
789,1648.26,1649.86,1.6,你说你是好人,5,8,,,,,,,,,,,,,,,
790,1649.86,1650.66,0.8,11号如果混了,5,8,,,,,,,,,,,,,,,
791,1650.66,1652.76,2.1,你就让他当好人混玩,5,8,,,,,,,,,,,,,,,
792,1652.76,1654.32,1.56,然后如果你怕什么,5,8,,,,,,,,,,,,,,,
793,1654.32,1655.28,0.96,你也可以不跳,5,8,,,,,,,,,,,,,,,
794,1655.28,1657.68,2.4,你都你你的底牌是好人,5,8,,,,,,,,,,,,,,,
795,1657.68,1659,1.32,你都你都拆卸了,5,8,,,,,,,,,,,,,,,
796,1659,1660.29,1.29,他是混子了,5,8,,,,,,,,,,,,,,,
797,1660.29,1661.39,1.1,他为啥不跳呀,5,8,,,,,,,,,,,,,,,
798,1661.39,1662.81,1.42,你说他他光明起跳呀,5,8,,,,,,,,,,,,,,,
799,1662.81,1664.72,1.91,我混子混到6号不完了吗,5,8,,,,,,,,,,,,,,,
800,1664.72,1666.8,2.08,我觉得九肯定不是混子呀对吧,5,8,,,,,,,,,,,,,,,
801,1666.8,1668.6,1.8,所以我站边9号预言家呀,5,8,,,,,,,,,,,,站边9,,,
802,1668.6,1671.09,2.49,因为我觉得你跳的有很多的瑕疵,5,8,,,,,,,,,,不像预言家,,,,,
803,1671.09,1673.73,2.64,比方说这个警徽流一号和10号,5,8,,,,,,,,,,,,,,,
804,1673.73,1676.17,2.44,我觉得这个是不是很那个啥的,5,8,,,,,,,,,,,,,,,
805,1676.17,1677.41,1.24,警察做这三张牌里面,5,8,,,,,,,,,,,,,,,
806,1677.41,1679.44,2.03,你最不熟的是那个3号对吧,5,8,,,,,,,,,,,,,,,
807,1679.44,1680.75,1.31,你就算定不准,5,8,,,,,,,,,,,,,,,
808,1680.75,1683.07,2.32,你就算被定的没有那么准,5,8,,,,,,,,,,,,,,,
809,1683.07,1683.75,0.68,一号玩家的身份,5,8,,,,,,,,,,,,,,,
810,1683.75,1685.15,1.4,你定十肯定很准的呀,5,8,,,,,,,,,,,,,,,
811,1685.15,1686.03,0.88,一号和10号,5,8,,,,,,,,,,,,,,,
812,1686.03,1687.85,1.82,我觉得10号你听一听的事嘛,5,8,,,,,,,,,,,,,,,
813,1687.85,1691.21,3.36,然后那个前置位那个你你说6号要跟你起跳,5,8,,,,,,,,,,,,,,,
814,1691.21,1693.33,2.12,你就应该进一下11号视角验一下11号,5,8,,,,,,,,,,,,,,,
815,1693.33,1695.03,1.7,我觉得他们说的这些点都是对的,5,8,,,,,,,,,,,,,,,
816,1695.03,1700.1,5.07,但是我觉得你是狼是不会给12号发金水的,5,8,,,,,,,,,,,,,,,
817,1700.1,1704.3,4.2,然后呢12号这把摆明了跟这个九不见面,5,8,,,,,,,,,,,,,,,
818,1704.3,1705.74,1.44,九从发言开始,5,8,,,,,,,,,,,,,,,
819,1705.74,1707.429,1.689,一直到我发言的时候,5,8,,,,,,,,,,,,,,,
820,1707.429,1708.949,1.52,他都一直在思索,5,8,,,,,,,,,,,,,,,
821,1708.949,1712.009,3.06,很谨慎很谨慎好吧,5,8,,,,,,,,,,,,,,,
822,1712.009,1714.029,2.02,然后前置位十二十一发完言以后,5,8,,,,,,,,,,,,,,,
823,1714.029,1716,1.971,我觉得不能做两个好人,5,8,,,,,,,,,,,,,,,
824,1716,1717.76,1.76,九发完言以后给12发金水,5,8,,,,,,,,,,,,,,,
825,1717.76,1718.6,0.84,我觉得九是预言家,5,8,,,,,,,,,,,,,,,
826,1718.6,1719.16,0.56,12是金水,5,8,,,,,,,,,,,,,,,
827,1719.16,1720.08,0.92,所以我进11的视角,5,8,,,,,,,,,,,,,,,
828,1720.08,1721.97,1.89,我没觉得11一定像好人,5,8,,,,,,,,,,,,,,不一定是好人,
829,1721.97,1723.67,1.7,8号还可以吧,5,8,,,,,,,,,,,还可以,,,,
830,1723.67,1725.69,2.02,嗯我不倾向于站边,5,8,,,,,,,,,,,,,,,
831,1725.69,1728.29,2.6,7号我应该就是不会改这个边,5,8,,,,,,,,,,,,,,,
832,1728.29,1733.15,4.86,我就是站9号的7号四金水嗯,5,8,,,,,,,,,,,,,,,
833,1734.35,1736.37,2.02,听一下4号玩家的发言吧,5,8,,,,,,,,,,,,,,,
834,1736.37,1738.35,1.98,不能捆绑四和七的关系嘛,5,8,,,,,,,,,,,,,,,
835,1738.35,1739.27,0.92,对吧嗯,5,8,,,,,,,,,,,,,,,
836,1739.27,1741.17,1.9,新人来很容易被骗的,5,8,,,,,,,,,,,,,,,
837,1741.17,1743.15,1.98,嗯如果你是好人的话,5,8,,,,,,,,,,,,,,,
838,1743.15,1745.08,1.93,我觉得可以阳光反水,5,8,,,,,,,,,,,,,,,
839,1745.08,1746.16,1.08,然后警下嘛,5,8,,,,,,,,,,,,,,,
840,1746.16,1747.08,0.92,其他没有什么了,5,8,,,,,,,,,,,,,,,
841,1747.08,1749.78,2.7,然后那个我觉得六是狼啊,5,8,,,,,,,,,狼,,,,,,
842,1749.78,1752.72,2.94,我觉得七打了六六对七的敌意没有那么的大,5,8,,,,,,,,,,,,,,,
843,1752.72,1753.76,1.04,很很不对劲,5,8,,,,,,,,,,,,,,,
844,1753.76,1754.64,0.88,真的很不对劲,5,8,,,,,,,,,,,,,,,
845,1754.64,1755.6,0.96,你再代入一下呀,5,8,,,,,,,,,,,,,,,
846,1755.6,1756.72,1.12,就就很很奇怪啊,5,8,,,,,,,,,,,,,,,
847,1756.72,1758.18,1.46,他打你其实打的挺重的呀,5,8,,,,,,,,,,,,,,,
848,1758.18,1760.74,2.56,先知位莫名其妙就点你不好,5,8,,,,,,,,,,,,,,,
849,1760.74,1762.16,1.42,莫名其妙的点点的,5,8,,,,,,,,,,,,,,,
850,1762.16,1763,0.84,你不好,5,8,,,,,,,,,,,,,,,
851,1763,1764.92,1.92,前面跟他对跳的人也也说,5,8,,,,,,,,,,,,,,,
852,1764.92,1766.2,1.28,你有可能跟他对跳的也点了,5,8,,,,,,,,,,,,,,,
853,1766.2,1766.64,0.44,你不好,5,8,,,,,,,,,,,,,,,
854,1766.64,1769.24,2.6,他为什么还要莫名其妙点你不好呢对吧,5,8,,,,,,,,,,,,,,,
855,1769.24,1772.35,3.11,然后你起来对他的敌意竟然只是五五开,5,8,,,,,,,,,,,,,,,
856,1773.76,1774.56,0.8,你是好人,5,8,,,,,,,,,,,,,,,
857,1774.56,1775.32,0.76,他是狼,5,8,,,,,,,,,,,,,,,
858,1775.32,1776.6,1.28,他都莫名打你一下,5,8,,,,,,,,,,,,,,,
859,1776.6,1777.08,0.48,叫你站边,5,8,,,,,,,,,,,,,,,
860,1777.08,1778.36,1.28,你最近业绩很好吗,5,8,,,,,,,,,,,,,,,
861,1778.36,1780.36,2,应该没有这个待遇啊对吧,5,8,,,,,,,,,,,,,,,
862,1780.36,1782.76,2.4,你又不是私少咳,5,8,,,,,,,,,,,,,,,
863,1782.76,1784.68,1.92,反正我站边一下这个7号好吧,5,8,,,,,,,,,,,,,,,
864,1784.68,1785.68,1,我站边一下这个7号,5,8,,,,,,,,,,站边7号,,,,,
865,1785.68,1787.4,1.72,我看一下警下的票型啊,5,8,,,,,,,,,,,,,,,
866,1787.4,1788.24,0.84,其他没有了,5,8,,,,,,,,,,,,,,,
867,1788.24,1788.96,0.72,我好人啊,5,8,,,,,,,,,,,,,,,
868,1788.96,1792.36,3.4,嗯过了,5,8,,,,,,,,,,,,,,,
869,1792.36,1795.1,2.74,嗯我底牌是好人牌,4,9,,,,,,,,,,,,,,,
870,1795.1,1798.38,3.28,其实我从12号这边井上发言呢,4,9,,,,,,,,,,,,,,,
871,1798.38,1800.34,1.96,我没有一定排水12,4,9,,,,,,,,,,,,,,,没排水
872,1800.34,1803.1,2.76,但是好像很多后置位的人都说12比较像好人,4,9,,,,,,,,,,,,,,,
873,1803.1,1804.3,1.2,那假设九是个预言家,4,9,,,,,,,,,,,,,,,
874,1804.3,1805.29,0.99,那12是金水,4,9,,,,,,,,,,,,,,,
875,1805.29,1806.57,1.28,九是一个悍跳狼呢,4,9,,,,,,,,,,,,,,,
876,1806.57,1808.09,1.52,我觉得九跟12也不太像见面,4,9,,,,,,,,,,,,,,,
877,1808.09,1809.49,1.4,因为12是第二个发言,4,9,,,,,,,,,,,,,,,
878,1809.49,1811.449,1.959,他是在探知我后置位4号,4,9,,,,,,,,,,,,,,,
879,1811.449,1813.129,1.68,那当时我的确是做了一个,4,9,,,,,,,,,,,,,,,
880,1813.129,1816.069,2.94,就是有点跃跃欲试的感觉的一个状态嘛,4,9,,,,,,,,,,,,,,,
881,1816.069,1817.609,1.54,所以我觉得12可能是一个好人,4,9,,,,,,,,,,,,,,,
882,1817.609,1819.429,1.82,在探之后置位嗯,4,9,,,,,,,,,,,,,,,
883,1819.429,1821.989,2.56,其实我警上7号九号对比呢,4,9,,,,,,,,,,,,,,,
884,1821.989,1824.82,2.831,我可能觉得并不是说这个歪哥给我发金水,4,9,,,,,,,,,,,,,,,
885,1824.82,1825.42,0.6,一定要站边,4,9,,,,,,,,,,,,,,,
886,1825.42,1829.14,3.72,歪哥就是我觉得7号玩家的警徽流留11号呢,4,9,,,,,,,,,,认可,,,,,
887,1829.14,1832.83,3.69,我是觉得相对带入我的视角好一点吧,4,9,,,,,,,,,,,,,,,
888,1832.83,1834.63,1.8,因为你看前置位2号玩家,4,9,,,,,,,,,,,,,,,
889,1834.63,1835.63,1,他说警下一号,4,9,,,,,,,,,,,,,,,
890,1835.63,1838.659,3.029,10号大概率有狼预言家拿不到警徽了吗,4,9,,,,,,,,,,,,,,,
891,1838.659,1840.019,1.36,然后他点的一号,4,9,,,,,,,,,,,,,,,
892,1840.019,1841.019,1,当然我也比较认可嘛,4,9,,,,,,,,,,,,,,,
893,1841.019,1842.019,1,一号玩家在摘牌前,4,9,,,,,,,,,,,,,,,
894,1842.019,1842.699,0.68,他看了我嘛,4,9,,,,,,,,,,,,,,,
895,1842.699,1844.099,1.4,他他也他也在冲我笑嘛,4,9,,,,,,,,,,,,,,,
896,1844.099,1847.13,3.031,当然我不知道这个这个是什么想法嘛对吧,4,9,,,,,,,,,,,,,,,
897,1847.13,1847.75,0.62,然后呢,4,9,,,,,,,,,,,,,,,
898,1847.75,1850.19,2.44,11号玩家是听完2号12号玩家的发言呢,4,9,,,,,,,,,,,,,,,
899,1850.19,1851.69,1.5,他是给出二像好人,4,9,,,,,,,,,,,,,,,
900,1851.69,1854.18,2.49,但其实他没有重点点评12啊,4,9,,,,,,,,,,,,,,,
901,1854.18,1856.24,2.06,他反复的强调自己是一个好人牌,4,9,,,,,,,,,,,,,,,
902,1856.24,1859.14,2.9,我感觉11的发言人有点带身份,4,9,,,,,,,,,,,,,,,
903,1859.14,1860.469,1.329,我马不死11号,4,9,,,,,,,,,,,,,带身份,,
904,1860.469,1861.929,1.46,所以前置位,4,9,,,,,,,,,,,,,,,
905,1861.929,1864.76,2.831,我觉得7号玩家经验11相对比较合理一点,4,9,,,,,,,,,,,,,,,
906,1864.76,1866.86,2.1,其次呢9号玩家我觉得你略低,4,9,,,,,,,,,,,,略低,,,
907,1866.86,1868.12,1.26,略微拉低一点的是,4,9,,,,,,,,,,,,,,,
908,1868.12,1869.28,1.16,就是你在对着6号说,4,9,,,,,,,,,,,,,,,
909,1869.28,1869.52,0.24,哎呀,4,9,,,,,,,,,,,,,,,
910,1869.52,1871.72,2.2,是不是我是银水啊什么的,4,9,,,,,,,,,,,,,,,
911,1871.72,1872.56,0.84,案发现场什么的,4,9,,,,,,,,,,,,,,,
912,1872.56,1875.18,2.62,我觉得其实这个第一天你是预言家,4,9,,,,,,,,,,,,,,,
913,1875.18,1876.62,1.44,没有必要盘什么饮水啊,4,9,,,,,,,,,,,,,,,
914,1876.62,1879.47,2.85,这些东西你可以探知后置位谁好谁不好嘛,4,9,,,,,,,,,,,,,,,
915,1879.47,1881.15,1.68,就是当然你可以是个预言家,4,9,,,,,,,,,,,,,,,
916,1881.15,1882.69,1.54,我自己纯听感上,4,9,,,,,,,,,,,,,,,
917,1882.69,1885.44,2.75,我觉得这点可能是你故意想啊,4,9,,,,,,,,,,,,,,,
918,1885.44,1887.36,1.92,拉高自己的预言家面啊,4,9,,,,,,,,,,,,,,,
919,1887.36,1888.32,0.96,我并不一定马死,4,9,,,,,,,,,,,,,,,
920,1888.32,1890.6,2.28,只是警上7号的警徽流和9号玩家的发言,4,9,,,,,,,,,,,,,,,
921,1890.6,1890.96,0.36,发言呢,4,9,,,,,,,,,,,,,,,
922,1890.96,1893.15,2.19,我更觉得七稍微像一点吧,4,9,,,,,,,,,,,,,,,
923,1893.15,1895.33,2.18,啊我自己的确是一个好人牌,4,9,,,,,,,,,,,,,,,
924,1896.15,1899.11,2.96,其实就我看对面警下10号和警上,4,9,,,,,,,,,,,,,身份,,
925,1899.11,1901.83,2.72,11号都都比较像身份牌,4,9,,,,,,,,,,,,,,,
926,1901.83,1904.51,2.68,然后8号玩家呢警上我是没有听出来,4,9,,,,,,,,,,,,,,,
927,1904.51,1905.57,1.06,5号六号呢,4,9,,,,,,,,,,,,,,,
928,1905.57,1908.33,2.76,你看5号玩家你也要站边7号玩家,4,9,,,,,,,,,,,,,,,
929,1908.33,1910.54,2.21,你看你说站边7号玩家,4,9,,,,,,,,,,,,,,,
930,1910.54,1912.02,1.48,你说让我光明反水,4,9,,,,,,,,,,,,,,,
931,1913.1,1914.04,0.94,我没有听懂,4,9,,,,,,,,,,,,,,,
932,1914.04,1914.9,0.86,你打了6号吗,4,9,,,,,,,,,,,,,,,
933,1914.9,1915.66,0.76,6号的发言呢,4,9,,,,,,,,,发言一般,,,,,,
934,1915.66,1917.48,1.82,其实警上是有点画圈的,4,9,,,,,,,,,,,,,,,
935,1917.48,1919.76,2.28,真没听出来是有点画圈了,4,9,,,,,,,,,,,,,,,
936,1919.76,1920.84,1.08,所以呢5号六号,4,9,,,,,,,,,,,,,,,
937,1920.84,1924.62,3.78,我觉得可能是不太像两个见面的红狼关系吧,4,9,,,,,,,,,,,,,,,
938,1924.62,1925.62,1,可能是不见面,4,9,,,,,,,,,,,,,,,
939,1925.62,1928.06,2.44,当然有可能有5号六号里面出一个狼吧,4,9,,,,,,,,,,,,,,,
940,1928.06,1929.74,1.68,现在没有听出来呃,4,9,,,,,,,,,,,,,,,
941,1929.74,1931.18,1.44,可能是你5号玩家口误嘛,4,9,,,,,,,,,,,,,,,
942,1931.18,1933.5,2.32,因为我听你说要站边7号玩家对吧,4,9,,,,,,,,,,,,,,,
943,1933.5,1934.42,0.92,你说我光光明,4,9,,,,,,,,,,,,,,,
944,1934.42,1936.179,1.759,让我让我那个反水吗,4,9,,,,,,,,,,,,,,,
945,1936.179,1938.259,2.08,所以5号六号我可能再再听一下,4,9,,,,,,,,,,,,,,,
946,1938.259,1941.259,3,目前警上可能觉得7号玩家更像一点啊,4,9,,,,,,,,,,,,,,,
947,1941.259,1944.2,2.941,我警下会在再听一圈发言,4,9,,,,,,,,,,,,,,,
948,1944.2,1945.08,0.88,更新一下视角嘛,4,9,,,,,,,,,,,,,,,
949,1945.08,1947.44,2.36,目前没有听出来的是8号二号呢,4,9,,,,,,,,,,,,,,,
950,1947.44,1949.08,1.64,因为很多人都觉得他是好人,4,9,,,,,,,,,,,,,,,
951,1949.08,1951,1.92,目前我也没听出他有一定的狼面嘛,4,9,,,,,,,,,,,,,,,
952,1951,1953.119,2.119,所以不排水的位置是8号,4,9,,,,,,,,,,,,,,,
953,1953.119,1953.439,0.32,11号,4,9,,,,,,,,,,,,,,,
954,1953.439,1954.419,0.98,5号六号嘛,4,9,,,,,,,,,,,,,,,
955,1954.419,1956.539,2.12,12比较像一个好人好吧,4,9,,,,,,,,,,,,,,,像好人
956,1956.539,1959.389,2.85,然后我就过了,4,9,,,,,,,,,,,,,,,
961,1976.76,1979.78,3.02,仍留警上玩家,0,10,,,,,1,,1,1,,1,1,1,,,
962,1979.78,1982.28,2.5,警徽投票,0,10,,,,7,,7,,,,,,,9,,
,,,,警长归属,0,10,,,,,,,,,,1,,,,,
975,2005.54,2007.3,1.76,我应该站边九吧,8,11,,,,,,,,,,,,站边9,,,
976,2007.3,2010.28,2.98,警上听完看完警下票型以后,8,11,,,,,,,,不像狼,,,,,,,
977,2010.28,2012.73,2.45,5号警上不是很像狼呀,8,11,,,,,,,,,,,,,,,
978,2012.73,2014.89,2.16,5号拿狼什么时候那么硬气了,8,11,,,,,,,,,,,,,,,
979,2014.89,2016.55,1.66,直接站起来就锤六七,8,11,,,,,,,,,,,,,,,
980,2016.55,2018.75,2.2,反正跟我拿狼同伴的时候很怂啊,8,11,,,,,,,,,,,,,,,
981,2018.75,2020.81,2.06,今天今天不像狼,8,11,,,,,,,,,,,,,,,
982,2020.81,2022.15,1.34,今天确实不像狼,8,11,,,,,,,,,,,,,,,
983,2022.15,2023.69,1.54,你要这把是狼的话,8,11,,,,,,,,,,,,,,,
984,2024.17,2026.389,2.219,有进步有进步好吧,8,11,,,,,,,,,,,,,,,
985,2026.389,2027.269,0.88,主要是四,8,11,,,,,,,,,,,,,,,
986,2027.269,2028.149,0.88,我警上都没听,8,11,,,,,,,不像好人,,,,,,,,
987,2028.149,2028.749,0.6,像好人,8,11,,,,,,,,,,,,,,,
988,2028.749,2031.71,2.961,4号警上站边逻辑不太成立吧,8,11,,,,,,,,,,,,,,,
989,2031.71,2034.37,2.66,说什么九去关心银水,8,11,,,,,,,,,,,,,,,
990,2034.37,2036.04,1.67,什么七进验11啧,8,11,,,,,,,,,,,,,,,
991,2036.04,2037.4,1.36,有逻辑支撑吗,8,11,,,,,,,,,,,,,,,
992,2037.4,2038.24,0.84,而且7号玩家,8,11,,,,,,,,,,,,,,,
993,2038.24,2041.34,3.1,警上好像对12号玩家就是9号的金水,8,11,,,,,,,,,,,,,,,
994,2041.34,2042.06,0.72,一句都没聊,8,11,,,,,,,,,,,,,,,
995,2042.06,2043.1,1.04,我一直在听对局,8,11,,,,,,,,,,,,,,,
996,2043.1,2043.9,0.8,12的定义,8,11,,,,,,,,,,,,,,,
997,2043.9,2046.18,2.28,完全没有一个字都没有,8,11,,,,,,,,,,,,,,,
998,2046.18,2049.73,3.55,所以4号我都没觉得一定是好人,8,11,,,,,,,,,,,,,,,
999,2049.73,2051.73,2,而且4号玩家都没听清5号的发言,8,11,,,,,,,,,,,,,,,
1000,2051.73,2053.27,1.54,5号警上是站边九的呀,8,11,,,,,,,,,,,,,,,
1001,2053.27,2054.37,1.1,而且重锤的六,8,11,,,,,,,,,,,,,,,
1002,2054.37,2055.61,1.24,你站边七的同时,8,11,,,,,,,,,,,,,,,
1003,2055.61,2057.245,1.635,五六也当你找不到,8,11,,,,,,,,,,,,,,,
1004,2057.31,2059.83,2.52,我觉得是不是都有可能,8,11,,,,,,,,,,,,,,,
1005,2059.83,2061.15,1.32,你看这个的话,8,11,,,,,,,,,,,,,,,
1006,2061.15,2062.27,1.12,9号玩家自己去想吧,8,11,,,,,,,,,,,,,,,
1007,2062.27,2062.909,0.639,是不是都有可能,8,11,,,,,,,,,,,,,,,
1008,2062.909,2065.27,2.361,比如说七混或4是原始起跳位啊,8,11,,,,,,,,,,,,,,,
1009,2065.27,2066.949,1.679,这种或者6是原始起跳位,8,11,,,,,,,,,,,,,,,
1010,2066.949,2070.248,3.299,7是混46是2个狼这种都都有可能对,8,11,,,,,,,,,,,,,,,
1011,2070.248,2072.049,1.801,所以自己再想一想,8,11,,,,,,,,,,,,,,,
1012,2072.049,2074.34,2.291,我觉得五警上不是很像狼,8,11,,,,,,,,,,,,,,,
1013,2074.34,2076.28,1.94,如果站边九的话,8,11,,,,,,,,,,,,,,,
1014,2076.28,2080.88,4.6,一号3号四号六号七号这几个先进坑呗,8,11,,,,狼,,狼,狼,,狼,狼,,,,,
1015,2080.88,2082.55,1.67,对吧,8,11,,,,,,,,,,,,,,,
1016,2083.15,2085.71,2.56,也就那么回事儿呗,8,11,,,,,,,,,,,,,,,
1017,2086.579,2087.859,1.28,站边是这么站的呀,8,11,,,,,,,,,,,,,,,
1018,2087.859,2089.139,1.28,因为警上听完发言,8,11,,,,,,,,,,,,,,,
1019,2089.139,2091.079,1.94,首先没觉得五像狼,8,11,,,,,,,,,,,,,,,
1020,2091.079,2093.409,2.33,然后其次听四发言,8,11,,,,,,,,,,,,,,,
1021,2093.409,2096.109,2.7,听四发言也都没觉得是好人,8,11,,,,,,,,,,,,,,,
1022,2096.109,2097.529,1.42,那如何去站边到七呢,8,11,,,,,,,,,,,,,,,
1023,2097.529,2098.489,0.96,包括五打六的点,8,11,,,,,,,,,,,,,,,
1024,2098.489,2099.629,1.14,我觉得也是合理的,8,11,,,,,,,,,,,,,,,
1025,2099.629,2100.609,0.98,6号玩家说,8,11,,,,,,,,,,,,,,,
1026,2100.609,2102.129,1.52,虽然七九都打了你,8,11,,,,,,,,,,,,,,,
1027,2102.129,2104.67,2.541,但是这个东西不太一样吧,8,11,,,,,,,,,,,,,,,
1028,2104.67,2105.67,1,7号玩家警上发言,8,11,,,,,,,,,,,,,,,
1029,2105.67,2108.02,2.35,直接说九踩六很奇怪,8,11,,,,,,,,,,,,,,,
1030,2108.02,2109.2,1.18,你们俩像同伴的,8,11,,,,,,,,,,,,,,,
1031,2109.2,2109.98,0.78,9号玩家,8,11,,,,,,,,,,,,,,,
1032,2109.98,2111.34,1.36,只是说你可能跟他起跳,8,11,,,,,,,,,,,,,,,
1033,2111.34,2113.43,2.09,我觉得程度上还是不太一样,8,11,,,,,,,,,,,,,,,
1034,2113.43,2117.31,3.88,说五五开我觉得确实有点过于谨慎了,8,11,,,,,,,,,,,,,,,
1035,2117.31,2121.2,3.89,所以五踩六的点我觉得踩得也还行对吧,8,11,,,,,,,,,,,,,,,
1036,2121.84,2123.08,1.24,我是好人,8,11,,,,,,,,,,,,,,,
1037,2123.08,2126.3,3.22,嗯也就这样呗,8,11,,,,,,,,,,,,,,,
1038,2126.3,2129.26,2.96,因为倒过去推狼坑很难推啊,8,11,,,,,,,,,,,,,,,
1039,2129.26,2130.96,1.7,5号九号十号吗,8,11,,,,,,,,,,,,,,,
1040,2130.96,2132.14,1.18,5号九号十号,8,11,,,,,,,,,,,,,,,
1041,2132.14,2133.94,1.8,然后12号没人说是狼对吧,8,11,,,,,,,,,,,,,,,
1042,2133.94,2135.42,1.48,警后都保12,8,11,,,,,,,,,,,,,,,
1043,2135.42,2136.82,1.4,四跟五都说是2号人,8,11,,,,,,,,,,,,,,,
1044,2137.82,2141.34,3.52,5号九号十号就是要骗12号,8,11,,,,,,,,,,,,,,,
1045,2141.34,2142.96,1.62,再带一张谁啊,8,11,,,,,,,,,,,,,,,
1046,2142.96,2144.36,1.4,没狼了都找不到,8,11,,,,,,,,,,,,,,,
1047,2144.36,2148.46,4.1,四是金水6号警上五踩的五六做不了两个狼,8,11,,,,,,,,,,,,,,,
1048,2148.46,2151.64,3.18,我自己好人没位置,8,11,,,,,,,,,,,,,,,
1049,2153,2155.78,2.78,再报个信息吧,8,11,,,,,,,,,,,,,,,
1050,2155.78,2156.82,1.04,11是银水,8,11,,,,,,,,,,,,,,,
1051,2156.82,2157.96,1.14,我是女巫,8,11,,,,,,,,,,,跳女巫,,,银水,
1052,2157.96,2159.75,1.79,再把坑位排一下,8,11,,,,,,,,,,,,,,,
1053,2159.75,2162.93,3.18,那那我你看我高置位是有可能站错边的,8,11,,,,,,,,,,,,,,,
1054,2162.93,2164.15,1.22,所以7号玩家如果是预言家,8,11,,,,,,,,,,,,,,,
1055,2164.15,2165.75,1.6,你把坑位再给大家排一排,8,11,,,,,,,,,,,,,,,
1056,2165.75,2166.37,0.62,对不对,8,11,,,,,,,,,,,,,,,
1057,2166.37,2167.13,0.76,我是女巫,8,11,,,,,,,,,,,,,,,
